Orden,Clase de orden,Texto breve,Ce.emplazam.,Grupo planif.,Aviso,Cst.tot.reales,Status sistema,Fecha creación,Fecha fin real,Fecha ref.,Ubicac.técnica,Descripción,region,Dia_promedio,Grupo,asignacion_equipos
85000404,Preventivo,Controlador vitrina refrigeracion N°02,C370,metrologia,,0,Cerrado,2025-06-10,,18/06/2025,1000-C370-N00-SAGEPV,controlador vitrina refrigeracion n°02,Valle,0,Vitrinas,Vitrinas refrigeracion
85000405,Preventivo,Controlador vitrina refrigeracion N°03,C370,metrologia,,0,Cerrado,2025-06-10,,18/06/2025,1000-C370-N00-SAGEPV,controlador vitrina refrigeracion n°03,Valle,0,Vitrinas,Vitrinas refrigeracion
85000406,Preventivo,Controlador vitrina refrigeracion N°04,C370,metrologia,,0,Cerrado,2025-06-10,,18/06/2025,1000-C370-N00-SAGEPV,controlador vitrina refrigeracion n°04,Valle,0,Vitrinas,Vitrinas refrigeracion
85000407,Preventivo,Controlador vitrina refrigeracion N°05,C370,metrologia,,0,Cerrado,2025-06-10,,18/06/2025,1000-C370-N00-SAGEPV,controlador vitrina refrigeracion n°05,Valle,0,Vitrinas,Vitrinas refrigeracion
85000408,Preventivo,Controlador vitrina congelacion N°01,C370,metrologia,,0,Cerrado,2025-06-10,,18/06/2025,1000-C370-N00-SAGEPV,controlador vitrina congelacion n°01,Valle,0,Vitrinas,Vitrina congelacion
85000409,Preventivo,Controlador cava refrigeracion N°01,C370,metrologia,,0,Cerrado,2025-06-10,,18/06/2025,1000-C370-N00-CAVREF,controlador cava refrigeracion n°01,Valle,0,Cavas,Cava de refrigeracion
85000410,Preventivo,Bascula plataforma,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-PAINPV,bascula plataforma,Valle,0,Otras Balanzas,Balanza plataforma
85000411,Preventivo,Balanza colgante N°01,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV-002,balanza colgante n°01,Valle,0,Balanza colgante,Balanza colgante
85000412,Preventivo,Balanza colgante N°02,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV-002,balanza colgante n°02,Valle,0,Balanza colgante,Balanza colgante
85000413,Preventivo,Balanza colgante N°03,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV-002,balanza colgante n°03,Valle,0,Balanza colgante,Balanza colgante
85000414,Preventivo,Balanza colgante N°04,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV-002,balanza colgante n°04,Valle,0,Balanza colgante,Balanza colgante
85000415,Preventivo,Balanza colgante N°05,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV-002,balanza colgante n°05,Valle,0,Balanza colgante,Balanza colgante
85000416,Preventivo,Balanza colgante N°06,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV-002,balanza colgante n°06,Valle,0,Balanza colgante,Balanza colgante
85000417,Preventivo,Balanza colgante N°07,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV-002,balanza colgante n°07,Valle,0,Balanza colgante,Balanza colgante
85000418,Preventivo,Balanza colgante N°08,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV-002,balanza colgante n°08,Valle,0,Balanza colgante,Balanza colgante
85000419,Preventivo,Balanza etiquetadora,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAPRPV,balanza etiquetadora,Valle,0,Otras Balanzas,Balanzas etiqueta
85000420,Preventivo,Balanza repeso N°01,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV-001,balanza repeso n°01,Valle,0,Otras Balanzas,Balanza repeso
85000421,Preventivo,Controlador cava congelacion N°01,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-CAVCON,controlador cava congelacion n°01,Valle,0,Cavas,Cava de congelacion
85000422,Preventivo,Controlador vitrina refrigeracion N°01,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV,controlador vitrina refrigeracion n°01,Valle,0,Vitrinas,Vitrinas refrigeracion
85000423,Preventivo,Controlador vitrina refrigeracion N°02,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV,controlador vitrina refrigeracion n°02,Valle,0,Vitrinas,Vitrinas refrigeracion
85000424,Preventivo,Controlador vitrina refrigeracion N°03,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV,controlador vitrina refrigeracion n°03,Valle,0,Vitrinas,Vitrinas refrigeracion
85000425,Preventivo,Controlador vitrina congelacion N°01,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-SAGEPV,controlador vitrina congelacion n°01,Valle,0,Vitrinas,Vitrina congelacion
85000426,Preventivo,Controlador cava refrigeracion N°01,C360,metrologia,,0,Cerrado,2025-06-10,,24/06/2025,1000-C360-N00-CAVREF,controlador cava refrigeracion n°01,Valle,0,Cavas,Cava de refrigeracion
85000427,Preventivo,Balanza colgante N°01,C240,metrologia,,42908,Cerrado,2025-06-12,,25/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°01,Antioquia,0,Balanza colgante,Balanza colgante
85000428,Preventivo,Balanza colgante N°02,C240,metrologia,,42908,Cerrado,2025-06-12,,25/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°02,Antioquia,0,Balanza colgante,Balanza colgante
85000429,Preventivo,Balanza colgante N°03,C240,metrologia,,42908,Cerrado,2025-06-12,,25/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°03,Antioquia,0,Balanza colgante,Balanza colgante
85000430,Preventivo,Balanza colgante N°04,C240,metrologia,,42908,Cerrado,2025-06-12,,25/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°04,Antioquia,0,Balanza colgante,Balanza colgante
85000431,Preventivo,Balanza colgante N°05,C240,metrologia,,42908,Cerrado,2025-06-12,,25/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°05,Antioquia,0,Balanza colgante,Balanza colgante
85000432,Preventivo,Balanza colgante N°06,C240,metrologia,,42908,Cerrado,2025-06-12,,25/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°06,Antioquia,0,Balanza colgante,Balanza colgante
85000433,Preventivo,Balanza colgante N°07,C240,metrologia,,42908,Cerrado,2025-06-12,,25/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°07,Antioquia,0,Balanza colgante,Balanza colgante
85000434,Preventivo,Balanza colgante N°08,C240,metrologia,,42908,Cerrado,2025-06-12,,25/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°08,Antioquia,0,Balanza colgante,Balanza colgante
85000435,Preventivo,Balanza colgante N°09,C240,metrologia,,42908,Cerrado,2025-06-12,,25/06/2025,1000-C240-N00-SAGEPV-002,balanza colgante n°09,Antioquia,0,Balanza colgante,Balanza colgante
85000436,Preventivo,Balanza repeso N°01,C240,metrologia,,42908,Cerrado,2025-06-12,,25/06/2025,1000-C240-N00-SAGEPV-001,balanza repeso n°01,Antioquia,0,Otras Balanzas,Balanza repeso
85000437,Preventivo,Bascula plataforma,C240,metrologia,,42908,Cerrado,2025-06-12,,25/06/2025,1000-C240-N00-PAINPV,bascula plataforma,Antioquia,0,Otras Balanzas,Balanza plataforma
85000438,Preventivo,Controlador cava congelacion N°01,C390,metrologia,,0,Cerrado,2025-06-12,,06/06/2025,1000-C390-N00-CAVCON,controlador cava congelacion n°01,Valle,0,Cavas,Cava de congelacion
85000439,Preventivo,Controlador Lineal Vitrinas N°01,C390,metrologia,,0,Cerrado,2025-06-12,,06/06/2025,1000-C390-N01-CUAMAQ,controlador lineal vitrinas n°01,Valle,0,Vitrinas,Vitrinas refrigeracion
85000440,Preventivo,Controlador Lineal Vitrinas N°02,C390,metrologia,,0,Cerrado,2025-06-12,,06/06/2025,1000-C390-N01-CUAMAQ,controlador lineal vitrinas n°02,Valle,0,Vitrinas,Vitrinas refrigeracion
85000441,Preventivo,Controlador vitrina congelacion N°01,C390,metrologia,,0,Cerrado,2025-06-12,,06/06/2025,1000-C390-N00-SAGEPV,controlador vitrina congelacion n°01,Valle,0,Vitrinas,Vitrina congelacion
85000442,Preventivo,Controlador cava refrigeracion N°01,C390,metrologia,,0,Cerrado,2025-06-12,,06/06/2025,1000-C390-N00-CAVREF,controlador cava refrigeracion n°01,Valle,0,Cavas,Cava de refrigeracion
85000454,Preventivo,Balanza repeso N°01,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-001,balanza repeso n°01,Antioquia,0,Otras Balanzas,Balanza repeso
85000455,Preventivo,Balanza colgante N°01,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°01,Antioquia,0,Balanza colgante,Balanza colgante
85000456,Preventivo,Balanza colgante N°02,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°02,Antioquia,0,Balanza colgante,Balanza colgante
85000457,Preventivo,Balanza colgante N°03,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°03,Antioquia,0,Balanza colgante,Balanza colgante
85000458,Preventivo,Balanza colgante N°04,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°04,Antioquia,0,Balanza colgante,Balanza colgante
85000459,Preventivo,Balanza colgante N°05,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°05,Antioquia,0,Balanza colgante,Balanza colgante
85000460,Preventivo,Balanza colgante N°06,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°06,Antioquia,0,Balanza colgante,Balanza colgante
85000461,Preventivo,Balanza colgante N°07,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°07,Antioquia,0,Balanza colgante,Balanza colgante
85000462,Preventivo,Balanza colgante N°08,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°08,Antioquia,0,Balanza colgante,Balanza colgante
85000463,Preventivo,Balanza colgante N°09,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°09,Antioquia,0,Balanza colgante,Balanza colgante
85000464,Preventivo,Balanza colgante N°10,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAGEPV-002,balanza colgante n°10,Antioquia,0,Balanza colgante,Balanza colgante
85000465,Preventivo,Balanza etiquetadora,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-SAPRPV,balanza etiquetadora,Antioquia,0,Otras Balanzas,Balanzas etiqueta
85000466,Preventivo,Bascula plataforma,C100,metrologia,,0,Cerrado,2025-06-24,,09/07/2025,1000-C100-N00-PAINPV,bascula plataforma,Antioquia,0,Otras Balanzas,Balanza plataforma
85000539,Preventivo,Balanza colgante N°01,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV-002,balanza colgante n°01,Zona Costera,0,Balanza colgante,Balanza colgante
85000540,Preventivo,Balanza colgante N°02,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV-002,balanza colgante n°02,Zona Costera,0,Balanza colgante,Balanza colgante
85000541,Preventivo,Balanza colgante N°03,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV-002,balanza colgante n°03,Zona Costera,0,Balanza colgante,Balanza colgante
85000542,Preventivo,Balanza colgante N°04,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV-002,balanza colgante n°04,Zona Costera,0,Balanza colgante,Balanza colgante
85000543,Preventivo,Balanza colgante N°05,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV-002,balanza colgante n°05,Zona Costera,0,Balanza colgante,Balanza colgante
85000544,Preventivo,Balanza colgante N°06,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV-002,balanza colgante n°06,Zona Costera,0,Balanza colgante,Balanza colgante
85000545,Preventivo,Balanza colgante N°07,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV-002,balanza colgante n°07,Zona Costera,0,Balanza colgante,Balanza colgante
85000546,Preventivo,Balanza colgante N°08,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV-002,balanza colgante n°08,Zona Costera,0,Balanza colgante,Balanza colgante
85000547,Preventivo,Balanza colgante N°09,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV-002,balanza colgante n°09,Zona Costera,0,Balanza colgante,Balanza colgante
85000548,Preventivo,Balanza colgante N°10,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV-002,balanza colgante n°10,Zona Costera,0,Balanza colgante,Balanza colgante
85000549,Preventivo,Balanza repeso N°01,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV-001,balanza repeso n°01,Zona Costera,0,Otras Balanzas,Balanza repeso
85000550,Preventivo,Bascula plataforma,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-PAINPV,bascula plataforma,Zona Costera,0,Otras Balanzas,Balanza plataforma
85000551,Preventivo,Balanza colgante N°01,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-SAGEPV-002,balanza colgante n°01,Zona Costera,0,Balanza colgante,Balanza colgante
85000552,Preventivo,Balanza colgante N°02,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-SAGEPV-002,balanza colgante n°02,Zona Costera,0,Balanza colgante,Balanza colgante
85000553,Preventivo,Balanza colgante N°03,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-SAGEPV-002,balanza colgante n°03,Zona Costera,0,Balanza colgante,Balanza colgante
85000554,Preventivo,Balanza colgante N°04,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-SAGEPV-002,balanza colgante n°04,Zona Costera,0,Balanza colgante,Balanza colgante
85000555,Preventivo,Balanza colgante N°05,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-SAGEPV-002,balanza colgante n°05,Zona Costera,0,Balanza colgante,Balanza colgante
85000556,Preventivo,Balanza colgante N°06,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-SAGEPV-002,balanza colgante n°06,Zona Costera,0,Balanza colgante,Balanza colgante
85000557,Preventivo,Balanza colgante N°07,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-SAGEPV-002,balanza colgante n°07,Zona Costera,0,Balanza colgante,Balanza colgante
85000558,Preventivo,Balanza colgante N°08,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-SAGEPV-002,balanza colgante n°08,Zona Costera,0,Balanza colgante,Balanza colgante
85000559,Preventivo,Balanza colgante N°09,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-SAGEPV-002,balanza colgante n°09,Zona Costera,0,Balanza colgante,Balanza colgante
85000560,Preventivo,Balanza colgante N°10,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-SAGEPV-002,balanza colgante n°10,Zona Costera,0,Balanza colgante,Balanza colgante
85000561,Preventivo,Balanza etiquetadora,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-SAPRPV,balanza etiquetadora,Zona Costera,0,Otras Balanzas,Balanzas etiqueta
85000562,Preventivo,Balanza repeso N°01,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-SAGEPV-001,balanza repeso n°01,Zona Costera,0,Otras Balanzas,Balanza repeso
85000563,Preventivo,Bascula plataforma,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-PAINPV,bascula plataforma,Zona Costera,0,Otras Balanzas,Balanza plataforma
85000564,Preventivo,Balanza colgante N°01,C280,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-SAGEPV-002,balanza colgante n°01,Zona Costera,0,Balanza colgante,Balanza colgante
85000565,Preventivo,Balanza colgante N°02,C280,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-SAGEPV-002,balanza colgante n°02,Zona Costera,0,Balanza colgante,Balanza colgante
85000566,Preventivo,Balanza colgante N°03,C280,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-SAGEPV-002,balanza colgante n°03,Zona Costera,0,Balanza colgante,Balanza colgante
85000567,Preventivo,Balanza colgante N°04,C280,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-SAGEPV-002,balanza colgante n°04,Zona Costera,0,Balanza colgante,Balanza colgante
85000568,Preventivo,Balanza colgante N°05,C280,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-SAGEPV-002,balanza colgante n°05,Zona Costera,0,Balanza colgante,Balanza colgante
85000569,Preventivo,Balanza colgante N°06,C280,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-SAGEPV-002,balanza colgante n°06,Zona Costera,0,Balanza colgante,Balanza colgante
85000570,Preventivo,Balanza colgante N°07,C280,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-SAGEPV-002,balanza colgante n°07,Zona Costera,0,Balanza colgante,Balanza colgante
85000571,Preventivo,Balanza colgante N°08,C280,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-SAGEPV-002,balanza colgante n°08,Zona Costera,0,Balanza colgante,Balanza colgante
85000572,Preventivo,Balanza colgante N°09,C280,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-SAGEPV-002,balanza colgante n°09,Zona Costera,0,Balanza colgante,Balanza colgante
85000573,Preventivo,Balanza colgante N°10,C280,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-SAGEPV-002,balanza colgante n°10,Zona Costera,0,Balanza colgante,Balanza colgante
85000574,Preventivo,Balanza repeso N°01,C280,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-SAGEPV-001,balanza repeso n°01,Zona Costera,0,Otras Balanzas,Balanza repeso
85000575,Preventivo,Bascula plataforma,C280,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-PAINPV,bascula plataforma,Zona Costera,0,Otras Balanzas,Balanza plataforma
85000576,Preventivo,Balanza etiquetadora,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-S01-SAPRPV,balanza etiquetadora,Zona Costera,0,Otras Balanzas,Balanzas etiqueta
85000577,Preventivo,Balanza repeso N°01,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-N00-SAGEPV-001,balanza repeso n°01,Zona Costera,0,Otras Balanzas,Balanza repeso
85000578,Preventivo,Balanza colgante N°01,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-N00-SAGEPV-002,balanza colgante n°01,Zona Costera,0,Balanza colgante,Balanza colgante
85000579,Preventivo,Balanza colgante N°02,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-N00-SAGEPV-002,balanza colgante n°02,Zona Costera,0,Balanza colgante,Balanza colgante
85000580,Preventivo,Balanza colgante N°03,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-N00-SAGEPV-002,balanza colgante n°03,Zona Costera,0,Balanza colgante,Balanza colgante
85000581,Preventivo,Balanza colgante N°04,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-N00-SAGEPV-002,balanza colgante n°04,Zona Costera,0,Balanza colgante,Balanza colgante
85000582,Preventivo,Balanza colgante N°05,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-N00-SAGEPV-002,balanza colgante n°05,Zona Costera,0,Balanza colgante,Balanza colgante
85000583,Preventivo,Balanza colgante N°06,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-N00-SAGEPV-002,balanza colgante n°06,Zona Costera,0,Balanza colgante,Balanza colgante
85000584,Preventivo,Balanza colgante N°07,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-N00-SAGEPV-002,balanza colgante n°07,Zona Costera,0,Balanza colgante,Balanza colgante
85000585,Preventivo,Balanza colgante N°08,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-N00-SAGEPV-002,balanza colgante n°08,Zona Costera,0,Balanza colgante,Balanza colgante
85000586,Preventivo,Balanza colgante N°09,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-N00-SAGEPV-002,balanza colgante n°09,Zona Costera,0,Balanza colgante,Balanza colgante
85000587,Preventivo,Balanza colgante N°10,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-N00-SAGEPV-002,balanza colgante n°10,Zona Costera,0,Balanza colgante,Balanza colgante
85000588,Preventivo,Bascula plataforma,C290,metrologia,,13923,Cerrado,2025-06-25,,01/07/2025,1000-C290-N00-PAINPV,bascula plataforma,Zona Costera,0,Otras Balanzas,Balanza plataforma
85000589,Preventivo,Controlador cava congelacion N°01,C250,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C250-N00-CAVCON,controlador cava congelacion n°01,Zona Costera,0,Cavas,Cava de congelacion
85000590,Preventivo,Controlador nevera vert congelacion N°01,C250,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C250-N00-PORCPR-001,controlador nevera vert congelacion n°01,Zona Costera,0,Neveras,Nevera vertical congelacion
85000591,Preventivo,Controlador nevera refrigeracion N°01,C250,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C250-N00-PORCPR-001,controlador nevera refrigeracion n°01,Zona Costera,0,Neveras,Nevera vertical refrigeracion
85000592,Preventivo,Controlador cava refrigeracion N°01,C250,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C250-N00-CAVREF,controlador cava refrigeracion n°01,Zona Costera,0,Cavas,Cava de refrigeracion
85000593,Preventivo,Controlador nevera horizontal N°01,C250,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C250-N01-CUAMAQ,controlador nevera horizontal n°01,Zona Costera,0,Neveras,Nevera horizontal
85000594,Preventivo,Controlador vitrina congelacion N°01,C250,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C250-N00-SAGEPV,controlador vitrina congelacion n°01,Zona Costera,0,Vitrinas,Vitrina congelacion
85000595,Preventivo,Controlador Lineal Vitrinas N°01,C250,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C250-N01-CUAMAQ,controlador lineal vitrinas n°01,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
85000596,Preventivo,Controlador Lineal Vitrinas N°02,C250,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C250-N01-CUAMAQ,controlador lineal vitrinas n°02,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
85000597,Preventivo,Controlador cava congelacion N°01,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-CAVCON,controlador cava congelacion n°01,Zona Costera,0,Cavas,Cava de congelacion
85000598,Preventivo,Controlador vitrina congelacion N°01,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV,controlador vitrina congelacion n°01,Zona Costera,0,Vitrinas,Vitrina congelacion
85000599,Preventivo,Controlador vitrina congelacion N°02,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAGEPV,controlador vitrina congelacion n°02,Zona Costera,0,Vitrinas,Vitrina congelacion
85000600,Preventivo,Controlador sala procesos N°01,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SAPRPV,controlador sala procesos n°01,Zona Costera,0,Cavas,
85000601,Preventivo,Controlador sala acopio N°01,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-SADAPI,controlador sala acopio n°01,Zona Costera,0,Cavas,
85000602,Preventivo,Controlador cava refrigeracion N°01,C270,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C270-N00-CAVREF,controlador cava refrigeracion n°01,Zona Costera,0,Cavas,Cava de refrigeracion
85000603,Preventivo,Controlador cava congelacion N°01,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-CAVCON,controlador cava congelacion n°01,Zona Costera,0,Cavas,Cava de congelacion
85000604,Preventivo,Controlador cava refrigeracion N°01,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-CAVREF,controlador cava refrigeracion n°01,Zona Costera,0,Cavas,Cava de refrigeracion
85000605,Preventivo,Controlador Lineal Vitrinas N°01,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-CUAMAQ,controlador lineal vitrinas n°01,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
85000606,Preventivo,Controlador Lineal Vitrinas N°02,C260,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C260-N00-CUAMAQ,controlador lineal vitrinas n°02,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
85000607,Preventivo,Controlador cava congelacion N°01,C280,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-CAVCON,controlador cava congelacion n°01,Zona Costera,0,Cavas,Cava de congelacion
85000608,Preventivo,Controlador modulo congelacion,C280,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-PORCPR-001,controlador modulo congelacion,Zona Costera,0,Neveras,Nevera mixta
85000609,Preventivo,Controlador modulo refrigeracion,C280,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-PORCPR-001,controlador modulo refrigeracion,Zona Costera,0,Neveras,Nevera mixta
85000610,Preventivo,Controlador nevera horizontal N°01,C280,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-PORCPR-001,controlador nevera horizontal n°01,Zona Costera,0,Neveras,Nevera horizontal
85000611,Preventivo,Controlador cava refrigeracion N°01,C280,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-CAVREF,controlador cava refrigeracion n°01,Zona Costera,0,Cavas,Cava de refrigeracion
85000612,Preventivo,Controlador Lineal Vitrinas N°01,C280,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C280-N04-AZOTEA-001,controlador lineal vitrinas n°01,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
85000613,Preventivo,Controlador Lineal Vitrinas N°02,C280,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C280-N04-AZOTEA-001,controlador lineal vitrinas n°02,Zona Costera,0,Vitrinas,Vitrinas refrigeracion
85000614,Preventivo,Controlador sala procesos N°01,C280,metrologia,,7301,Cerrado,2025-06-25,,01/07/2025,1000-C280-N00-SAPRPV,controlador sala procesos n°01,Zona Costera,0,Cavas,
