Material,Centro,Motivo movimiento,Clase de movimiento,Fecha contabiliz.,Impte.mon.local,Orden,Pedido,Almacén,Texto breve material,Cantidad en UM ped.,Cantidad,Grupo planif.,Clase de pedido
17004540,C370,0,Compra de material,19/09/2025,84096,70002331,4500014448.0,,Triturado ¾ x lata,12,12.0,Infraestructura,Material
17004542,C310,0,Compra de material,18/09/2025,77493,70001321,4500013667.0,,Codal de aluminio de 4cm x 8cm x 6m,1,1.0,Infraestructura,Material
17004542,C310,0,Compra de material,10/09/2025,77494,70001321,4500013667.0,,Codal de aluminio de 4cm x 8cm x 6m,1,1.0,Infraestructura,Material
17004544,C170,0,Compra de material,12/08/2025,7479,70001952,4500011150.0,,Adaptador de corriente 12V,1,1.0,Electromecanico,Material
17004605,C280,0,Compra de material,21/07/2025,67227,70000910,4500009428.0,,Breaker riel din MDWH 3x40A,1,1.0,Frigoristas,Material
17004620,C170,0,Compra de material,07/08/2025,25210,60002442,4500010757.0,,Suiche muletilla 2 posiciones XB4BD21,1,1.0,Electromecanico,Material
17004664,C310,0,Compra de material,10/06/2025,28571,60001171,4500005725.0,,Caja pulsador 2 botones XALD02,1,1.0,Electromecanico,Material
17004713,C220,0,Compra de material,05/07/2025,19076,60001582,4500008035.0,,Silicona negra para vidrio y alum 270ml,1,1.0,Frigoristas,Material
17004716,C140,0,Compra de material,27/06/2025,130000,60001543,4500007316.0,,Fleje liso para cortina enrollable 6x6cm,1,1.0,Infraestructura,Material
17004716,C140,0,Compra de material,26/06/2025,109312,60001543,4500007316.0,,Fleje liso para cortina enrollable 6x6cm,7,7.0,Infraestructura,Material
17004716,C180,0,Compra de material,27/06/2025,78080,60001518,4500007351.0,,Fleje liso para cortina enrollable 6x6cm,5,5.0,Infraestructura,Material
17004717,C160,0,Compra de material,02/07/2025,83170,70000445,4500007767.0,,Fleje liso para cortina enrollable 9x6cm,5,5.0,Infraestructura,Material
17004746,C310,0,Compra de material,18/09/2025,82790,70001321,4500013667.0,,Malla elect xx-084 (4.0 x 4.0mm)15x15cm,1,1.0,Infraestructura,Material
17004746,C310,0,Compra de material,10/09/2025,82790,70001321,4500013667.0,,Malla elect xx-084 (4.0 x 4.0mm)15x15cm,1,1.0,Infraestructura,Material
17004755,C310,0,Compra de material,20/08/2025,1022522,70001321,4200003383.0,,Porcelanato mars gris 30x60cm,7.200,7.2,Infraestructura,Material
17004755,C390,0,Compra de material,30/06/2025,477084,70000633,4200002510.0,,Porcelanato mars gris 30x60cm,3,3.0,Infraestructura,Material
17004755,C390,0,Compra de material,30/06/2025,477084,70000633,4200002510.0,,Porcelanato mars gris 30x60cm,3,3.0,Infraestructura,Material
17004763,C320,0,Compra de material,12/09/2025,190000,60003300,4500013837.0,,Cierra puerta gato gris  GCP-45,1,1.0,Infraestructura,Material
17004764,C270,0,Compra de material,22/10/2025,33613,60004167,4500017227.0,,Pegacor capa gruesa x25kg,1,1.0,Infraestructura,Material
17004773,C390,0,Compra de material,29/08/2025,1261,70001422,4500012680.0,,Tapa ciega Rawelt TC-0418 ,1,1.0,Electromecanico,Material
17004774,C230,0,Compra de material,25/06/2025,842528,60001185,4200002182.0,,"Valvula antirretorno pvc sanitaria 6""",1,1.0,Infraestructura,Material
17004775,C110,0,Compra de material,26/06/2025,84943,70000439,4500007170.0,,"Resorte cortina enro c/doblez 1 ½"" 40cm",1,1.0,Infraestructura,Material
17004775,C110,0,Compra de material,26/06/2025,71380,70000439,4500007170.0,,"Resorte cortina enro c/doblez 1 ½"" 40cm",1,1.0,Infraestructura,Material
17004775,C180,0,Compra de material,27/06/2025,105258,60001518,4500007354.0,,"Resorte cortina enro c/doblez 1 ½"" 40cm",3,3.0,Infraestructura,Material
17004776,A280,0,Compra de material,08/08/2025,108000,60002279,4200003520.0,,"Manto asfaltico autoadhe alum 2,5mmx1m",10,10.0,Infraestructura,Material
17004776,C200,0,Compra de material,28/10/2025,32940,60004327,4500017728.0,,"Manto asfaltico autoadhe alum 2,5mmx1m",4,4.0,Infraestructura,Material
17004776,C260,0,Compra de material,03/07/2025,297981,70000140,4500007836.0,,"Manto asfaltico autoadhe alum 2,5mmx1m",9,9.0,Infraestructura,Material
17004776,C290,0,Compra de material,20/06/2025,50420,60001272,4500006708.0,,"Manto asfaltico autoadhe alum 2,5mmx1m",2,2.0,Infraestructura,Material
17004776,C290,0,Compra de material,19/06/2025,75630,60001272,4500006604.0,,"Manto asfaltico autoadhe alum 2,5mmx1m",3,3.0,Infraestructura,Material
17004776,C310,0,Compra de material,11/09/2025,60750,60003246,4500013545.0,,"Manto asfaltico autoadhe alum 2,5mmx1m",3,3.0,Infraestructura,Material
17004776,C310,0,Compra de material,11/08/2025,40500,60002463,4500011126.0,,"Manto asfaltico autoadhe alum 2,5mmx1m",2,2.0,Infraestructura,Material
17004776,C580,0,Compra de material,15/10/2025,45210,60003781,4500016712.0,,"Manto asfaltico autoadhe alum 2,5mmx1m",2,2.0,Infraestructura,Material
17004777,A330,0,Compra de material,14/07/2025,39900,60001396,4200002342.0,,"Manto asfaltico autoadhe alum 2,5mmx33cm",3,3.0,Infraestructura,Material
17004777,C200,0,Compra de material,16/10/2025,24705,60004051,4500016787.0,,"Manto asfaltico autoadhe alum 2,5mmx33cm",3,3.0,Infraestructura,Material
17004777,C580,0,Compra de material,30/09/2025,13361,60003781,4500015375.0,,"Manto asfaltico autoadhe alum 2,5mmx33cm",1,1.0,Infraestructura,Material
17004785,C220,0,Compra de material,18/07/2025,36555,70000990,4500009170.0,,"Valvula tanque abasto ½""",1,1.0,Infraestructura,Material
17004787,C400,0,Compra de material,17/10/2025,41176,60004077,4500016874.0,,"Valvula flotador pvc ½""",1,1.0,Infraestructura,Material
17004806,C290,0,Compra de material,20/06/2025,8248,60001316,4500006699.0,,"Rejilla ranura redonda alum 4""x3""",1,1.0,Infraestructura,Material
17004836,C300,0,Compra de material,23/08/2025,3361,60002772,4500012124.0,,Amarre negro DXN3006N 15cm,1,1.0,Electromecanico,Material
17004931,A280,0,Compra de material,11/09/2025,24790,60002940,4200004606.0,,"Brida pvc presion 3""",1,1.0,Infraestructura,Material
17005036,C110,0,Compra de material,20/08/2025,295900,60001385,4200002492.0,,kit reparacion valvula pedal single knee,1,1.0,Infraestructura,Material
17005036,C110,0,Compra de material,09/07/2025,295900,60001385,4200002492.0,,kit reparacion valvula pedal single knee,1,1.0,Infraestructura,Material
17005036,C160,0,Compra de material,20/08/2025,295900,60001200,4200002492.0,,kit reparacion valvula pedal single knee,1,1.0,Infraestructura,Material
17005036,C160,0,Compra de material,09/07/2025,295900,60001200,4200002492.0,,kit reparacion valvula pedal single knee,1,1.0,Infraestructura,Material
17005036,C170,0,Compra de material,20/08/2025,295900,60001170,4200002492.0,,kit reparacion valvula pedal single knee,1,1.0,Infraestructura,Material
17005036,C170,0,Compra de material,09/07/2025,295900,60001170,4200002492.0,,kit reparacion valvula pedal single knee,1,1.0,Infraestructura,Material
17005036,C240,0,Compra de material,20/08/2025,295900,60001384,4200002492.0,,kit reparacion valvula pedal single knee,1,1.0,Infraestructura,Material
17005098,C180,0,Compra de material,03/09/2025,112000,60001793,4500012995.0,,"Rejilla tipo granada en aluminio 5"" a 3""",4,4.0,Infraestructura,Material
17005098,C180,0,Compra de material,29/07/2025,112000,60001793,4500009994.0,,"Rejilla tipo granada en aluminio 5"" a 3""",4,4.0,Infraestructura,Material
17005112,C270,0,Compra de material,30/09/2025,378151,70002441,4200005426.0,,Pintura epoxica b/agua blanco x caneca,1,1.0,Infraestructura,Material
17005112,C270,0,Compra de material,30/09/2025,756302,70002441,4200005426.0,,Pintura epoxica b/agua blanco x caneca,2,2.0,Infraestructura,Material
17005112,C310,0,Compra de material,29/07/2025,378151,70001321,4200003349.0,,Pintura epoxica b/agua blanco x caneca,1,1.0,Infraestructura,Material
17005112,C310,0,Compra de material,29/07/2025,378151,70001321,4200003349.0,,Pintura epoxica b/agua blanco x caneca,1,1.0,Infraestructura,Material
17005112,C320,0,Compra de material,31/07/2025,378151,70001073,4200003221.0,,Pintura epoxica b/agua blanco x caneca,1,1.0,Infraestructura,Material
17005112,C320,0,Compra de material,31/07/2025,378151,70001073,4200003221.0,,Pintura epoxica b/agua blanco x caneca,1,1.0,Infraestructura,Material
17005112,C360,0,Compra de material,31/07/2025,378151,70001320,4200003213.0,,Pintura epoxica b/agua blanco x caneca,1,1.0,Infraestructura,Material
17005112,C390,0,Compra de material,31/07/2025,378151,70000633,4200003208.0,,Pintura epoxica b/agua blanco x caneca,1,1.0,Infraestructura,Material
17005112,C390,0,Compra de material,31/07/2025,378151,70000633,4200003208.0,,Pintura epoxica b/agua blanco x caneca,1,1.0,Infraestructura,Material
17005112,C390,0,Compra de material,31/07/2025,378151,70000633,4200003208.0,,Pintura epoxica b/agua blanco x caneca,1,1.0,Infraestructura,Material
17005113,C270,0,Compra de material,30/09/2025,235294,70002441,4200005449.0,,Pintura tipo 1 b/agua bla x caneca,1,1.0,Infraestructura,Material
17005113,C270,0,Compra de material,30/09/2025,235294,70002441,4200005426.0,,Pintura tipo 1 b/agua bla x caneca,1,1.0,Infraestructura,Material
17005113,C310,0,Compra de material,29/07/2025,235294,70001321,4200003349.0,,Pintura tipo 1 b/agua bla x caneca,1,1.0,Infraestructura,Material
17005113,C310,0,Compra de material,29/07/2025,235294,70001321,4200003349.0,,Pintura tipo 1 b/agua bla x caneca,1,1.0,Infraestructura,Material
17005113,C320,0,Compra de material,31/07/2025,235294,70001073,4200003221.0,,Pintura tipo 1 b/agua bla x caneca,1,1.0,Infraestructura,Material
17005113,C320,0,Compra de material,31/07/2025,235294,70001073,4200003221.0,,Pintura tipo 1 b/agua bla x caneca,1,1.0,Infraestructura,Material
17005113,C390,0,Compra de material,31/07/2025,235294,70000633,4200003208.0,,Pintura tipo 1 b/agua bla x caneca,1,1.0,Infraestructura,Material
17005113,C390,0,Compra de material,31/07/2025,235294,70000633,4200003208.0,,Pintura tipo 1 b/agua bla x caneca,1,1.0,Infraestructura,Material
17005145,C280,0,Compra de material,03/10/2025,82352,60003847,4500015671.0,,Sika emulsion asfaltica impermeabilizant,2,2.0,Infraestructura,Material
17005155,C170,0,Compra de material,28/07/2025,37800,70001089,4200003262.0,,Valvula de llenado  fluidmaster 200a ⅞”,1,1.0,Infraestructura,Material
17005155,C410,0,Compra de material,21/08/2025,54958,60002372,4500011997.0,,Valvula de llenado  fluidmaster 200a ⅞”,2,2.0,Infraestructura,Material
17005156,C170,0,Compra de material,28/07/2025,32500,70001089,4200003262.0,,Valvula de descarga fluidmaster 507a 2”,1,1.0,Infraestructura,Material
17005156,C410,0,Compra de material,21/08/2025,41344,60002372,4500011997.0,,Valvula de descarga fluidmaster 507a 2”,2,2.0,Infraestructura,Material
17005157,C170,0,Compra de material,28/07/2025,21500,70001089,4200003262.0,,Boton linea azul single 38mm+accionador,1,1.0,Infraestructura,Material
17005158,C170,0,Compra de material,28/07/2025,8500,70001089,4200003262.0,,Tornillo de fijacion tanque sanitario,1,1.0,Infraestructura,Material
17005173,C120,0,Compra de material,30/09/2025,3361,60003101,4500014516.0,,Sellante fuerza media 10 gr,1,1.0,Electromecanico,Material
17005173,C120,0,Compra de material,20/09/2025,2824,60003101,4500014516.0,,Sellante fuerza media 10 gr,1,1.0,Electromecanico,Material
17005173,C120,0,Compra de material,20/09/2025,2824,60003101,4500014413.0,,Sellante fuerza media 10 gr,1,1.0,Electromecanico,Material
17005173,C120,0,Compra de material,19/09/2025,2824,60003101,4500014413.0,,Sellante fuerza media 10 gr,1,1.0,Electromecanico,Material
17005173,C140,0,Compra de material,09/10/2025,9916,60003983,4500016243.0,,Sellante fuerza media 10 gr,1,1.0,Electromecanico,Material
17005173,C150,0,Compra de material,16/08/2025,3361,60002564,4500011561.0,,Sellante fuerza media 10 gr,1,1.0,Electromecanico,Material
17005173,C150,0,Compra de material,16/08/2025,3361,60002564,4500011564.0,,Sellante fuerza media 10 gr,1,1.0,Electromecanico,Material
17005173,C170,0,Compra de material,30/09/2025,10840,60003774,4500015332.0,,Sellante fuerza media 10 gr,1,1.0,Electromecanico,Material
17005173,C410,0,Compra de material,28/07/2025,8739,60002005,4500009914.0,,Sellante fuerza media 10 gr,1,1.0,Electromecanico,Material
17005275,C150,0,Compra de material,16/08/2025,5042,60002564,4500011561.0,,Anillo bronce de compresion 3/16”,2,2.0,Electromecanico,Material
17005276,C150,0,Compra de material,26/08/2025,10084,60002749,4500012329.0,,Anillo bronce de compresion ¼”,4,4.0,Electromecanico,Material
17005276,C150,0,Compra de material,16/08/2025,5042,60002564,4500011561.0,,Anillo bronce de compresion ¼”,2,2.0,Electromecanico,Material
17005276,C150,0,Compra de material,16/08/2025,5042,60002564,4500011564.0,,Anillo bronce de compresion ¼”,2,2.0,Electromecanico,Material
17005277,C150,0,Compra de material,16/08/2025,2521,60002564,4500011561.0,,Broca lamina 0.7mm,1,1.0,Electromecanico,Material
17005278,C150,0,Compra de material,16/08/2025,2521,60002564,4500011561.0,,Broca lamina 0.8mm,1,1.0,Electromecanico,Material
17005295,C190,0,Compra de material,07/10/2025,3782,60003583,4500016026.0,,Soldadura pvc 1/128,1,1.0,Infraestructura,Material
17005295,C400,0,Compra de material,22/08/2025,5042,60002770,4500012082.0,,Soldadura pvc 1/128,1,1.0,Infraestructura,Material
17005326,C240,0,Compra de material,04/09/2025,20000,70001653,4500013150.0,,Led tortuga 12w 110/220,1,1.0,Electromecanico,Material
17005469,C310,0,Compra de material,10/09/2025,48740,60003261,4500013670.0,,"Cancamo abierto tropicalizado 1 ½""",20,20.0,Infraestructura,Material
17005470,C290,0,Compra de material,15/09/2025,84033,60003318,4500014041.0,,"Tubo galv cerramiento 3 x 1 ½"" x 1.5mm",1,1.0,Infraestructura,Material
17005477,A400,0,Compra de material,18/09/2025,91912,60003211,4200005108.0,,Cerradura yale embutir e mini alum ll/m,1,1.0,Infraestructura,Material
19000652,C400,0,Compra de material,12/09/2025,1500,70001425,4500013793.0,,Tapabocas desechable,1,1.0,Electromecanico,Material
19000652,C400,0,Compra de material,10/09/2025,1500,70001425,4500012817.0,,Tapabocas desechable,1,1.0,Electromecanico,Material
19000652,C400,0,Compra de material,01/09/2025,1500,70001425,4500012817.0,,Tapabocas desechable,1,1.0,Electromecanico,Material
20000001,C290,0,Compra de material,12/07/2025,13110,60001876,4500008597.0,,Guante nitrilo x und,2,2.0,Infraestructura,Material
20000001,C290,0,Compra de material,11/07/2025,13110,60001876,4500008489.0,,Guante nitrilo x und,2,2.0,Infraestructura,Material
20000007,C290,0,Compra de material,12/07/2025,23632,60001876,4500008598.0,,Guante d/carnaza corto,2,2.0,Infraestructura,Material
20000025,C280,0,Compra de material,18/09/2025,30252,60003422,4500014333.0,,Careta para soldar vidrio levantable,1,1.0,Metrologia,Material
20000051,C390,0,Compra de material,30/08/2025,16806,70001422,4500012712.0,,Guante anticorte,1,1.0,Electromecanico,Material
20000051,C390,0,Compra de material,29/08/2025,8403,70001422,4500012679.0,,Guante anticorte,1,1.0,Electromecanico,Material
20000056,C100,0,Compra de material,19/06/2025,9748,70000446,4500006583.0,,Guante corrugado eterna,2,2.0,Electromecanico,Material
20000056,C110,0,Compra de material,27/06/2025,6722,70000473,4500007318.0,,Guante corrugado eterna,2,2.0,Electromecanico,Material
20000056,C110,0,Compra de material,11/06/2025,6722,70000473,4500005825.0,,Guante corrugado eterna,2,2.0,Electromecanico,Material
20000056,C160,0,Compra de material,18/06/2025,14346,70000451,4500006541.0,,Guante corrugado eterna,2,2.0,Electromecanico,Material
20000056,C370,0,Compra de material,19/05/2025,7563,60000683,4500003765.0,,Guante corrugado eterna,1,1.0,Electromecanico,Material
20000056,C380,0,Compra de material,30/05/2025,11764,60000508,4500004764.0,,Guante corrugado eterna,2,2.0,Electromecanico,Material
20000056,C390,0,Compra de material,03/05/2025,10924,60000413,4500002190.0,,Guante corrugado eterna,2,2.0,Electromecanico,Material
20000062,C150,0,Compra de material,26/06/2025,11362,70000634,4500007259.0,,Guante domestico corrugado amarillo,2,2.0,Electromecanico,Material
20000062,C150,0,Compra de material,26/06/2025,4202,70000634,4500007196.0,,Guante domestico corrugado amarillo,1,1.0,Electromecanico,Material
20000062,C150,0,Compra de material,26/06/2025,3949,70000634,4500007196.0,,Guante domestico corrugado amarillo,1,1.0,Electromecanico,Material
20000062,C150,0,Compra de material,26/06/2025,13520,70000634,4500007259.0,,Guante domestico corrugado amarillo,2,2.0,Electromecanico,Material
20000062,C340,0,Compra de material,24/10/2025,12604,70002017,4500017411.0,,Guante domestico corrugado amarillo,2,2.0,Electromecanico,Material
20000062,C400,0,Compra de material,30/04/2025,18000,60000327,4500001908.0,,Guante domestico corrugado amarillo,2,2.0,Electromecanico,Material
20000071,C150,0,Compra de material,19/06/2025,12075,60001350,4500006580.0,,Guante nylon ngr recubrimiento latex,3,3.0,Infraestructura,Material
20000071,C230,0,Compra de material,26/06/2025,8066,60001185,4500007219.0,,Guante nylon ngr recubrimiento latex,2,2.0,Infraestructura,Material
20000071,C360,0,Compra de material,27/06/2025,14286,60000844,4500007314.0,,Guante nylon ngr recubrimiento latex,2,2.0,Electromecanico,Material
21000024,C370,0,Compra de material,17/07/2025,10084,70000550,4500009072.0,,Atomizador plastico x 500mL,2,2.0,Electromecanico,Material
21000029,C140,0,Compra de material,12/09/2025,168,60003338,4500013877.0,,Bolsa de basura plastica,1,1.0,Electromecanico,Material
21000029,C470,0,Compra de material,24/04/2025,100,60000164,4500001322.0,,Bolsa de basura plastica,1,1.0,Infraestructura,Material
21000029,C470,0,Compra de material,10/04/2025,61,60000164,4500002721.0,,Bolsa de basura plastica,1,1.0,Infraestructura,Material
21000141,C170,0,Compra de material,23/09/2025,9244,70001952,4500014719.0,,Guante industrial cal 25,2,2.0,Electromecanico,Material
21000141,C170,0,Compra de material,23/09/2025,9244,70001952,4500014717.0,,Guante industrial cal 25,2,2.0,Electromecanico,Material
21000141,C330,0,Compra de material,24/10/2025,17000,70002018,4200005116.0,,Guante industrial cal 25,2,2.0,Electromecanico,Material
21000141,C360,0,Compra de material,15/09/2025,15126,70001423,4200004431.0,,Guante industrial cal 25,2,2.0,Electromecanico,Material
21000141,C370,0,Compra de material,15/09/2025,16000,70001424,4200004476.0,,Guante industrial cal 25,2,2.0,Electromecanico,Material
21000141,C390,0,Compra de material,30/08/2025,8403,70001422,4500012712.0,,Guante industrial cal 25,1,1.0,Electromecanico,Material
21000141,C390,0,Compra de material,29/08/2025,16806,70001422,4500012679.0,,Guante industrial cal 25,1,1.0,Electromecanico,Material
21000141,C400,0,Compra de material,12/09/2025,14000,70001425,4500013793.0,,Guante industrial cal 25,2,2.0,Electromecanico,Material
21000141,C400,0,Compra de material,10/09/2025,14000,70001425,4500012817.0,,Guante industrial cal 25,2,2.0,Electromecanico,Material
21000141,C400,0,Compra de material,01/09/2025,14000,70001425,4500012817.0,,Guante industrial cal 25,2,2.0,Electromecanico,Material
21000183,C330,0,Compra de material,24/10/2025,39200,70002018,4200005116.0,,Retazos de trapo,4,4.0,Electromecanico,Material
21000183,C360,0,Compra de material,15/09/2025,32940,70001423,4200004431.0,,Retazos de trapo,4,4.0,Electromecanico,Material
21000183,C360,0,Compra de material,27/06/2025,39915,60000844,4500007314.0,,Retazos de trapo,5,5.0,Electromecanico,Material
21000183,C370,0,Compra de material,15/09/2025,32000,70001424,4200004476.0,,Retazos de trapo,4,4.0,Electromecanico,Material
21000183,C370,0,Compra de material,19/05/2025,50420,60000683,4500003765.0,,Retazos de trapo,5,5.0,Electromecanico,Material
21000183,C380,0,Compra de material,08/09/2025,22689,70001421,4200004604.0,,Retazos de trapo,3,3.0,Electromecanico,Material
21000183,C380,0,Compra de material,30/05/2025,37815,60000508,4500004764.0,,Retazos de trapo,5,5.0,Electromecanico,Material
21000183,C390,0,Compra de material,30/08/2025,18486,70001422,4500012712.0,,Retazos de trapo,2,2.0,Electromecanico,Material
21000183,C390,0,Compra de material,29/08/2025,18486,70001422,4500012679.0,,Retazos de trapo,2,2.0,Electromecanico,Material
21000183,C390,0,Compra de material,03/05/2025,42015,60000413,4500002190.0,,Retazos de trapo,5,5.0,Electromecanico,Material
21000183,C400,0,Compra de material,12/09/2025,30000,70001425,4500013793.0,,Retazos de trapo,3,3.0,Electromecanico,Material
21000183,C400,0,Compra de material,10/09/2025,30000,70001425,4500012817.0,,Retazos de trapo,3,3.0,Electromecanico,Material
21000183,C400,0,Compra de material,01/09/2025,30000,70001425,4500012817.0,,Retazos de trapo,3,3.0,Electromecanico,Material
21000183,C400,0,Compra de material,30/04/2025,10000,60000327,4500001908.0,,Retazos de trapo,1,1.0,Electromecanico,Material
22000155,C200,0,Compra de material,10/10/2025,28151,70002177,4500016383.0,,Limpiador de contactos crc x 430mL,1,1.0,Electromecanico,Material
22000186,C310,0,Compra de material,27/09/2025,21008,70001321,4500015139.0,,Pipeta gas butano para descolador,1,1.0,Infraestructura,Material
22000187,A330,0,Compra de material,14/07/2025,32000,60001396,4200002342.0,,Pipeta gas map,1,1.0,Infraestructura,Material
22000187,C260,0,Compra de material,03/07/2025,38656,70000140,4500007843.0,,Pipeta gas map,2,2.0,Infraestructura,Material
22000187,C290,0,Compra de material,01/07/2025,31680,60001318,4200002343.0,,Pipeta gas map,1,1.0,Frigoristas,Material
22000187,C290,0,Compra de material,30/06/2025,31680,60001318,4200002343.0,,Pipeta gas map,1,1.0,Frigoristas,Material
22000187,C290,0,Compra de material,19/06/2025,19328,60001272,4500006608.0,,Pipeta gas map,1,1.0,Infraestructura,Material
22000187,C310,0,Compra de material,08/08/2025,21008,60002463,4500010922.0,,Pipeta gas map,1,1.0,Infraestructura,Material
22000187,C320,0,Compra de material,28/05/2025,17647,60000665,4200001469.0,,Pipeta gas map,1,1.0,Frigoristas,Material
22000187,C370,0,Compra de material,30/05/2025,29412,60000726,4200001372.0,,Pipeta gas map,1,1.0,Infraestructura,Material
22000187,C370,0,Compra de material,21/05/2025,35000,60000726,4200001372.0,,Pipeta gas map,1,1.0,Infraestructura,Material
22000187,C390,0,Compra de material,27/05/2025,20042,60000860,4500004457.0,,Pipeta gas map,1,1.0,Frigoristas,Material
22000206,C220,0,Compra de material,29/05/2025,40840,60000541,4200001358.0,,Refrigerante gas R 134a 340g,1,1.0,Frigoristas,Material
22000206,C220,0,Compra de material,15/05/2025,40840,60000541,4500003402.0,,Refrigerante gas R 134a 340g,1,1.0,Frigoristas,Material
22000215,C250,0,Compra de material,29/09/2025,14201,60003558,4500014889.0,,Silicona loctite grs ref SI5659 x70mL,1,1.0,Electromecanico,Material
22000276,C310,0,Compra de material,13/05/2025,441176,60000572,4500003190.0,,Refrigerante R507 x 25lb,1,1.0,Frigoristas,Material
22000276,C330,0,Compra de material,29/07/2025,436974,60002225,4500010036.0,,Refrigerante R507 x 25lb,1,1.0,Frigoristas,Material
22000276,C390,0,Compra de material,14/07/2025,445378,60001659,4200002789.0,,Refrigerante R507 x 25lb,1,1.0,Frigoristas,Material
22000282,A330,0,Compra de material,14/07/2025,1600,60001396,4200002342.0,,Tela impermeabilizante poliester x m,1,1.0,Infraestructura,Material
22000285,C200,0,Compra de material,02/10/2025,16775,60003772,4500015390.0,,Gasolina extra x gal,1,1.0,Electromecanico,Material
22000285,C200,0,Compra de material,02/10/2025,15870,60003772,4500015389.0,,Gasolina extra x gal,1,1.0,Electromecanico,Material
22000285,C200,0,Compra de material,02/10/2025,15870,60003772,4500015388.0,,Gasolina extra x gal,1,1.0,Electromecanico,Material
22000331,C320,0,Compra de material,19/09/2025,7500,70001073,4500014425.0,,Acido muriatico x gal,1,1.0,Infraestructura,Material
22000331,C360,0,Compra de material,31/07/2025,1429,70001320,4200003213.0,,Acido muriatico x gal,0.250,0.25,Infraestructura,Material
23000096,C310,0,Compra de material,10/06/2025,170924,60000302,4500005684.0,,Gato hidr puerta ref 1002 45 a 60 Kg,1,1.0,Infraestructura,Material
23000096,C310,0,Compra de material,03/06/2025,170924,60000302,4500001511.0,,Gato hidr puerta ref 1002 45 a 60 Kg,1,1.0,Infraestructura,Material
23000096,C310,0,Compra de material,28/04/2025,170924,60000302,4500001511.0,,Gato hidr puerta ref 1002 45 a 60 Kg,1,1.0,Infraestructura,Material
23000131,C290,0,Compra de material,08/08/2025,10084,60001876,4500010874.0,,Llana lisa stanley ref 24146-ST,1,1.0,Infraestructura,Material
23000144,C280,0,Compra de material,17/09/2025,20588,60003407,4500014213.0,,"Llave de medio paso 1""",1,1.0,Infraestructura,Material
23000147,C270,0,Compra de material,29/04/2025,21009,60000132,4500001850.0,,"Llave de tubo 8""",1,1.0,Electromecanico,Material
23000169,C280,0,Compra de material,28/07/2025,30252,70000905,4500009919.0,,Manometro glise vert 150 psi 2 ½ rosca ¼,1,1.0,Electromecanico,Material
23000183,C400,0,Compra de material,30/04/2025,14000,60000378,4500001908.0,,Martillo de uña de 29 mm,1,1.0,Infraestructura,Material
23000233,C290,0,Compra de material,21/08/2025,4201,60001316,4500011932.0,,Sierra nicholson,1,1.0,Infraestructura,Material
23000255,C400,0,Compra de material,07/06/2025,10924,60001117,4500005501.0,,Cabo para pala,1,1.0,Infraestructura,Material
23000299,C370,0,Compra de material,28/05/2025,5042,60000738,4500004580.0,,"Hojas de sierra 12"" x 18",1,1.0,Infraestructura,Material
23000443,C320,0,Compra de material,18/09/2025,460000,70001073,4200003276.0,,Ventosa doble diametro chupa 120mm 100kg,2,2.0,Infraestructura,Material
29000014,C290,0,Compra de material,18/07/2025,33000,60002017,4500009146.0,,Aceite lubricante/desmoldante en aerosol,1,1.0,Infraestructura,Material
29000023,C290,0,Compra de material,14/10/2025,27731,60004010,4500016543.0,,Aceite penetrante WD40 x 1L,1,1.0,Infraestructura,Material
29000034,C180,0,Compra de material,21/08/2025,15200,60001518,4500012005.0,,Grasa multiproposito,1,1.0,Infraestructura,Material
29000034,C180,0,Compra de material,09/07/2025,15200,60001518,4500008350.0,,Grasa multiproposito,1,1.0,Infraestructura,Material
29000034,C200,0,Compra de material,01/07/2025,22182,70000438,4500007663.0,,Grasa multiproposito,3,3.0,Infraestructura,Material
29000034,C310,0,Compra de material,15/05/2025,5572,60000653,4500003459.0,,Grasa multiproposito,1,1.0,Infraestructura,Material
29000034,C320,0,Compra de material,23/04/2025,13445,60000252,4500001338.0,,Grasa multiproposito,1,1.0,Infraestructura,Material
29000041,C380,0,Compra de material,30/05/2025,23529,60000508,4500004764.0,,Limpiador contactos electr en aerosol,1,1.0,Electromecanico,Material
29000042,C370,0,Compra de material,17/07/2025,23529,70000563,4500009072.0,,Limpiador de contacto industrial,1,1.0,Metrologia,Material
29000047,C390,0,Compra de material,03/05/2025,12521,60000409,4500002186.0,,Lubricante CRC grado alimenticio aerosol,1,1.0,Electromecanico,Material
30000156,C290,0,Compra de material,19/06/2025,13446,60001272,4500006641.0,,Papel stretch cal 0.6 de 45cmx400m,2,2.0,Infraestructura,Material
30000192,C250,0,Compra de material,29/09/2025,199,60003545,4500014888.0,,Bolsa blanca 18x18 cm,1,1.0,Electromecanico,Material
30000192,C310,0,Compra de material,11/09/2025,250,60003246,4500013545.0,,Bolsa blanca 18x18 cm,1,1.0,Infraestructura,Material
41000302,C380,0,Compra de material,05/06/2025,7980,60000508,4500004775.0,,Ethernet plug RJ45 90° 8003047,10,10.0,Electromecanico,Material
41000304,C390,0,Compra de material,03/05/2025,251932,60000409,4500002186.0,,"Extractor 110/220V 1.56/0.78A 10""",1,1.0,Electromecanico,Material
41000423,C220,0,Compra de material,30/04/2025,61345,4000000,4500001916.0,,Motor N10 10W -115V/60 HZ,1,1.0,Frigoristas,Material
